Latitude (deg), Longitude (deg), Altitude (m), Distance horizontal (m), Velocity forward (m/s), Velocity lateral (m/s), Velocity down (m/s), Speed horizontal (m/s), Heading (deg), Pitch (deg), Roll (deg), Slip angle (deg), Angular rate forward (deg/s), Angular rate lateral (deg/s), Angular rate down (deg/s), Angular rate Xv (deg/s), Angular rate Yv (deg/s), Angular rate Zv (deg/s), Acceleration forward (m/s²), Acceleration lateral (m/s²), Acceleration down (m/s²), Acceleration Xv (m/s²), Acceleration Yv (m/s²), Acceleration Zv (m/s²)
42.24812598, -83.55630570, 188.353, 1668.709, 3.25, -0.03, -0.04, 3.25, 259.822, 1.837, -0.184, -0.446, 0.63, -0.36, 0.47, 0.62, -0.36, 0.49, -0.001, 0.152, -10.566, 0.337, 0.186, -10.560
42.24812494, -83.55631347, 188.364, 1669.359, 3.25, -0.01, -0.04, 3.25, 259.815, 1.786, -0.186, -0.233, -0.39, 0.71, -0.82, -0.36, 0.71, -0.82, -0.011, -0.053, -10.002, 0.301, -0.021, -9.997
42.24812388, -83.55632123, 188.376, 1670.008, 3.24, -0.02, -0.06, 3.24, 259.815, 1.754, -0.212, -0.305, -0.46, -0.73, -0.16, -0.46, -0.73, -0.18, 0.005, -0.016, -9.895, 0.308, 0.020, -9.890
42.24812282, -83.55632894, 188.389, 1670.656, 3.23, -0.02, -0.05, 3.23, 259.801, 1.681, -0.242, -0.382, 0.51, 0.35, 0.12, 0.51, 0.35, 0.13, -0.011, -0.158, -9.275, 0.261, -0.118, -9.272
42.24812178, -83.55633665, 188.398, 1671.302, 3.23, -0.01, -0.04, 3.23, 259.803, 1.709, -0.184, -0.172, 1.42, -0.27, 0.14, 1.41, -0.27, 0.18, 0.039, -0.079, -9.179, 0.313, -0.049, -9.174
42.24812074, -83.55634435, 188.404, 1671.947, 3.23, -0.01, -0.05, 3.23, 259.765, 1.760, -0.108, -0.234, 0.85, 0.78, -0.27, 0.86, 0.78, -0.24, 0.162, -0.134, -10.061, 0.471, -0.115, -10.051
42.24811969, -83.55635204, 188.414, 1672.592, 3.22, -0.01, -0.03, 3.22, 259.734, 1.756, -0.123, -0.166, 0.26, -0.38, -0.41, 0.27, -0.38, -0.41, 0.095, -0.024, -9.610, 0.389, -0.004, -9.603
42.24811864, -83.55635972, 188.423, 1673.235, 3.21, -0.01, -0.05, 3.21, 259.719, 1.741, -0.130, -0.162, -0.10, -0.12, 0.13, -0.10, -0.12, 0.13, -0.068, -0.064, -9.448, 0.219, -0.043, -9.446
42.24811759, -83.55636737, 188.432, 1673.877, 3.20, -0.01, -0.04, 3.20, 259.695, 1.737, -0.074, -0.173, -0.02, -0.52, -0.34, -0.01, -0.52, -0.34, -0.084, -0.104, -9.788, 0.213, -0.091, -9.786
42.24811652, -83.55637500, 188.440, 1674.517, 3.20, -0.01, -0.05, 3.20, 259.694, 1.726, -0.067, -0.134, 0.26, 0.07, 0.40, 0.25, 0.07, 0.41, -0.078, 0.084, -9.746, 0.216, 0.095, -9.744
42.24811547, -83.55638261, 188.449, 1675.155, 3.19, -0.01, -0.05, 3.19, 259.672, 1.735, -0.078, -0.151, -0.14, 0.73, -0.52, -0.12, 0.73, -0.52, -0.001, -0.105, -9.651, 0.291, -0.092, -9.647
42.24811443, -83.55639018, 188.458, 1675.791, 3.17, -0.01, -0.05, 3.17, 259.659, 1.732, -0.055, -0.156, 0.48, 0.36, 0.18, 0.47, 0.36, 0.20, -0.041, -0.034, -10.112, 0.264, -0.024, -10.109
42.24811338, -83.55639775, 188.467, 1676.425, 3.17, 0.00, -0.03, 3.17, 259.646, 1.690, -0.038, -0.066, 0.36, 0.07, -0.26, 0.36, 0.07, -0.25, -0.059, 0.117, -9.590, 0.224, 0.123, -9.588
42.24811233, -83.55640528, 188.476, 1677.057, 3.16, -0.01, -0.03, 3.16, 259.632, 1.705, -0.026, -0.223, 0.09, 0.70, 0.18, 0.08, 0.70, 0.18, -0.028, 0.006, -10.064, 0.271, 0.010, -10.061
42.24811127, -83.55641281, 188.485, 1677.689, 3.15, -0.01, -0.04, 3.15, 259.628, 1.696, -0.048, -0.131, -0.14, -0.63, -0.22, -0.13, -0.63, -0.23, -0.170, 0.023, -9.900, 0.124, 0.031, -9.901
42.24811024, -83.55642031, 188.496, 1678.318, 3.14, -0.01, -0.05, 3.14, 259.622, 1.682, -0.043, -0.192, -0.48, -0.21, -0.17, -0.48, -0.21, -0.19, 0.002, -0.061, -9.793, 0.290, -0.054, -9.789
42.24810921, -83.55642779, 188.504, 1678.946, 3.13, -0.01, -0.04, 3.13, 259.603, 1.723, -0.082, -0.140, 0.02, 0.01, 0.12, 0.02, 0.01, 0.12, -0.097, -0.035, -10.128, 0.207, -0.021, -10.126
42.24810817, -83.55643525, 188.514, 1679.571, 3.12, -0.01, -0.04, 3.12, 259.590, 1.766, -0.078, -0.124, -0.26, 0.66, -0.02, -0.26, 0.66, -0.03, -0.151, 0.009, -9.742, 0.149, 0.022, -9.742
42.24810715, -83.55644268, 188.524, 1680.194, 3.11, -0.01, -0.05, 3.11, 259.587, 1.847, -0.126, -0.228, -0.63, -0.94, 0.04, -0.63, -0.94, 0.02, -0.314, 0.198, -9.814, 0.002, 0.219, -9.819
42.24810615, -83.55645012, 188.534, 1680.816, 3.11, 0.00, -0.05, 3.11, 259.601, 1.774, -0.091, -0.085, -0.14, -0.21, 0.24, -0.15, -0.21, 0.23, -0.024, -0.135, -10.045, 0.287, -0.119, -10.041
42.24810513, -83.55645753, 188.545, 1681.437, 3.10, -0.01, -0.05, 3.10, 259.617, 1.728, -0.133, -0.220, -0.59, -0.69, -0.08, -0.59, -0.69, -0.10, -0.012, 0.064, -10.064, 0.291, 0.088, -10.060
42.24810412, -83.55646493, 188.557, 1682.056, 3.09, 0.00, -0.06, 3.09, 259.626, 1.687, -0.136, 0.008, 0.32, -0.52, -0.26, 0.32, -0.52, -0.25, -0.201, 0.059, -10.306, 0.103, 0.083, -10.307
42.24810311, -83.55647230, 188.572, 1682.673, 3.08, -0.01, -0.04, 3.08, 259.657, 1.592, -0.121, -0.229, -0.61, 0.48, -0.48, -0.60, 0.48, -0.50, 0.054, -0.063, -8.709, 0.296, -0.045, -8.704
42.24810211, -83.55647965, 188.577, 1683.288, 3.07, 0.02, -0.03, 3.07, 259.629, 1.695, -0.122, 0.291, 0.13, 0.44, -0.43, 0.14, 0.44, -0.42, -0.171, -0.034, -9.297, 0.105, -0.014, -9.298
42.24810110, -83.55648698, 188.584, 1683.901, 3.06, -0.01, -0.03, 3.06, 259.659, 1.780, -0.111, -0.176, 0.19, 0.91, 0.29, 0.19, 0.91, 0.30, 0.063, 0.160, -9.113, 0.346, 0.177, -9.106
42.24810008, -83.55649426, 188.591, 1684.511, 3.05, 0.00, -0.06, 3.05, 259.643, 1.869, -0.111, -0.053, 0.04, -0.10, 0.30, 0.03, -0.10, 0.30, -0.182, -0.054, -9.972, 0.144, -0.035, -9.973
42.24809906, -83.55650151, 188.597, 1685.120, 3.04, 0.00, -0.04, 3.04, 259.642, 1.909, -0.089, -0.005, -0.21, -0.27, -0.04, -0.21, -0.27, -0.05, -0.035, 0.043, -10.160, 0.303, 0.059, -10.156
42.24809804, -83.55650873, 188.606, 1685.726, 3.03, -0.01, -0.05, 3.03, 259.638, 1.964, -0.035, -0.158, 0.02, -0.06, 0.08, 0.02, -0.06, 0.08, 0.079, -0.069, -9.616, 0.409, -0.063, -9.608
42.24809702, -83.55651595, 188.616, 1686.331, 3.02, -0.01, -0.06, 3.02, 259.632, 1.959, -0.085, -0.274, 0.36, -1.14, -0.38, 0.37, -1.14, -0.37, 0.025, 0.147, -10.133, 0.371, 0.162, -10.126
42.24809598, -83.55652313, 188.628, 1686.936, 3.02, -0.01, -0.07, 3.02, 259.619, 1.873, -0.131, -0.195, 0.78, -0.42, 0.25, 0.77, -0.42, 0.27, -0.103, 0.013, -10.025, 0.225, 0.036, -10.023
42.24809496, -83.55653029, 188.636, 1687.539, 3.01, -0.01, -0.06, 3.01, 259.613, 1.853, -0.087, -0.167, 0.18, -0.53, -0.06, 0.18, -0.53, -0.06, 0.056, -0.006, -10.091, 0.383, 0.009, -10.084
42.24809395, -83.55653744, 188.647, 1688.140, 3.00, -0.01, -0.06, 3.00, 259.610, 1.777, -0.071, -0.096, 0.32, -1.01, -0.08, 0.32, -1.01, -0.07, -0.025, 0.053, -9.643, 0.274, 0.065, -9.639
42.24809294, -83.55654456, 188.655, 1688.739, 2.99, -0.03, -0.03, 2.99, 259.625, 1.811, -0.067, -0.576, -1.12, 0.70, -0.03, -1.12, 0.70, -0.07, -0.148, 0.002, -10.303, 0.178, 0.014, -10.302
42.24809192, -83.55655166, 188.661, 1689.335, 2.98, -0.02, -0.02, 2.98, 259.616, 1.961, -0.207, -0.438, -1.34, 1.20, 0.32, -1.35, 1.20, 0.28, 0.096, -0.038, -9.814, 0.432, -0.003, -9.805
42.24809091, -83.55655876, 188.666, 1689.931, 2.97, 0.00, -0.05, 2.97, 259.606, 2.060, -0.204, -0.058, 0.56, 0.24, -0.15, 0.57, 0.24, -0.13, 0.073, 0.021, -10.084, 0.436, 0.057, -10.075
42.24808992, -83.55656584, 188.673, 1690.525, 2.97, -0.02, -0.04, 2.97, 259.603, 2.081, -0.157, -0.428, 0.00, 0.01, -0.15, 0.01, 0.01, -0.15, 0.037, -0.030, -10.287, 0.411, -0.002, -10.279
42.24808891, -83.55657289, 188.681, 1691.118, 2.96, -0.01, -0.05, 2.96, 259.591, 2.054, -0.168, -0.278, 0.20, 0.01, -0.01, 0.20, 0.01, 0.00, -0.028, -0.040, -9.843, 0.324, -0.011, -9.838
42.24808791, -83.55657992, 188.692, 1691.708, 2.94, -0.03, -0.08, 2.94, 259.614, 2.042, -0.147, -0.496, -0.51, 0.14, 0.11, -0.52, 0.14, 0.09, -0.182, -0.093, -10.054, 0.176, -0.067, -10.054
42.24808691, -83.55658690, 188.701, 1692.296, 2.93, -0.02, -0.05, 2.93, 259.617, 2.072, -0.266, -0.469, -0.14, -1.15, -0.20, -0.13, -1.15, -0.21, 0.026, 0.128, -10.351, 0.400, 0.176, -10.343
42.24808594, -83.55659388, 188.711, 1692.881, 2.92, -0.02, -0.03, 2.92, 259.607, 2.045, -0.187, -0.412, 0.23, 0.83, 0.40, 0.21, 0.83, 0.41, 0.059, -0.301, -9.692, 0.405, -0.270, -9.684
42.24808497, -83.55660085, 188.720, 1693.464, 2.91, -0.02, -0.04, 2.91, 259.607, 2.031, -0.186, -0.312, -0.34, -0.20, -0.63, -0.32, -0.20, -0.64, 0.066, -0.087, -9.409, 0.399, -0.057, -9.401
42.24808402, -83.55660781, 188.730, 1694.046, 2.91, -0.02, -0.06, 2.91, 259.607, 2.069, -0.175, -0.400, 0.49, -0.65, -0.47, 0.50, -0.65, -0.45, -0.020, 0.105, -9.642, 0.328, 0.135, -9.636
42.24808308, -83.55661475, 188.742, 1694.625, 2.89, -0.02, -0.07, 2.89, 259.595, 2.037, -0.134, -0.381, 0.29, 0.11, 0.45, 0.27, 0.10, 0.46, -0.087, -0.174, -10.050, 0.271, -0.151, -10.047
42.24808211, -83.55662164, 188.752, 1695.203, 2.88, -0.01, -0.04, 2.88, 259.606, 2.003, -0.148, -0.276, -0.33, -0.05, -0.52, -0.31, -0.05, -0.54, -0.169, 0.020, -9.965, 0.180, 0.046, -9.965
42.24808115, -83.55662850, 188.761, 1695.778, 2.87, -0.02, -0.05, 2.87, 259.605, 2.018, -0.164, -0.314, -0.27, 1.24, -0.13, -0.26, 1.24, -0.14, 0.070, 0.002, -9.638, 0.409, 0.030, -9.629
42.24808020, -83.55663531, 188.772, 1696.348, 2.83, -0.02, -0.07, 2.83, 259.587, 2.000, -0.175, -0.360, 0.11, -1.20, 0.10, 0.10, -1.20, 0.10, -0.263, -0.101, -9.455, 0.067, -0.072, -9.459
42.24807927, -83.55664201, 188.780, 1696.911, 2.80, -0.01, -0.05, 2.80, 259.600, 2.018, -0.149, -0.236, 0.02, -0.02, 0.07, 0.02, -0.02, 0.07, -0.163, -0.053, -10.191, 0.196, -0.027, -10.191
42.24807835, -83.55664862, 188.790, 1697.466, 2.75, -0.02, -0.05, 2.75, 259.626, 1.972, -0.172, -0.433, -0.50, -0.35, -0.14, -0.50, -0.35, -0.16, -0.340, -0.006, -9.656, -0.008, 0.023, -9.662
42.24807744, -83.55665511, 188.797, 1698.011, 2.71, -0.01, -0.05, 2.71, 259.616, 2.012, -0.173, -0.272, -0.25, 0.73, 0.57, -0.27, 0.73, 0.56, -0.079, -0.153, -9.588, 0.258, -0.124, -9.586
42.24807652, -83.55666157, 188.805, 1698.554, 2.73, -0.03, -0.03, 2.73, 259.631, 2.021, -0.232, -0.537, -0.94, 0.10, -0.21, -0.93, 0.10, -0.24, 0.081, 0.082, -9.811, 0.427, 0.122, -9.801
42.24807561, -83.55666810, 188.815, 1699.102, 2.75, -0.01, -0.05, 2.75, 259.627, 1.974, -0.275, -0.271, -0.35, 0.25, -0.07, -0.35, 0.25, -0.08, 0.089, 0.069, -9.623, 0.420, 0.115, -9.614
42.24807470, -83.55667468, 188.824, 1699.654, 2.77, -0.01, -0.04, 2.77, 259.607, 1.934, -0.262, -0.194, -0.13, -0.74, -0.28, -0.12, -0.74, -0.29, -0.058, 0.002, -9.788, 0.273, 0.047, -9.784
42.24807379, -83.55668130, 188.835, 1700.209, 2.78, -0.03, -0.04, 2.78, 259.596, 1.895, -0.272, -0.531, -0.02, 0.06, 0.35, -0.03, 0.06, 0.35, 0.120, -0.158, -9.986, 0.450, -0.111, -9.977
42.24807287, -83.55668797, 188.847, 1700.767, 2.80, 0.00, -0.04, 2.80, 259.580, 1.817, -0.288, -0.008, 0.33, -0.04, -0.48, 0.34, -0.04, -0.47, 0.150, -0.173, -9.171, 0.441, -0.126, -9.162
42.24807193, -83.55669468, 188.855, 1701.330, 2.82, -0.02, -0.03, 2.82, 259.617, 1.841, -0.294, -0.314, -0.22, 0.65, 0.38, -0.23, 0.65, 0.37, 0.135, 0.249, -9.787, 0.449, 0.299, -9.776
42.24807098, -83.55670143, 188.863, 1701.897, 2.85, -0.02, -0.04, 2.85, 259.590, 1.855, -0.343, -0.318, -0.21, -0.29, 0.46, -0.22, -0.30, 0.45, 0.175, -0.033, -9.869, 0.495, 0.026, -9.858
42.24807003, -83.55670824, 188.872, 1702.470, 2.88, -0.01, -0.03, 2.88, 259.599, 1.857, -0.391, -0.227, -0.60, 0.20, 0.35, -0.61, 0.20, 0.33, 0.115, -0.085, -9.824, 0.434, -0.018, -9.816
42.24806907, -83.55671511, 188.880, 1703.048, 2.90, -0.01, -0.04, 2.90, 259.595, 1.847, -0.403, -0.204, -0.10, -0.59, -0.32, -0.09, -0.59, -0.33, 0.147, 0.020, -9.766, 0.462, 0.088, -9.756
42.24806810, -83.55672204, 188.886, 1703.631, 2.93, -0.01, -0.04, 2.93, 259.594, 1.956, -0.385, -0.231, -0.14, 0.69, 0.53, -0.15, 0.68, 0.53, 0.053, -0.051, -10.174, 0.400, 0.017, -10.166
42.24806712, -83.55672901, 188.895, 1704.218, 2.95, 0.00, -0.04, 2.95, 259.574, 1.984, -0.332, -0.026, -0.16, 0.62, -0.27, -0.15, 0.62, -0.27, 0.218, -0.126, -9.780, 0.556, -0.069, -9.767
42.24806611, -83.55673603, 188.904, 1704.810, 2.97, -0.02, -0.04, 2.97, 259.594, 1.956, -0.403, -0.389, -0.07, -0.07, -0.49, -0.05, -0.07, -0.49, 0.102, 0.356, -9.616, 0.430, 0.423, -9.604
42.24806512, -83.55674309, 188.912, 1705.403, 2.97, -0.01, -0.04, 2.97, 259.564, 1.939, -0.441, -0.255, -0.30, -0.10, -0.06, -0.30, -0.10, -0.07, 0.048, 0.105, -9.582, 0.372, 0.179, -9.574
42.24806414, -83.55675016, 188.923, 1705.998, 2.97, -0.01, -0.04, 2.97, 259.561, 1.893, -0.473, -0.232, -0.04, -0.27, -0.36, -0.03, -0.27, -0.37, 0.004, 0.054, -9.561, 0.320, 0.133, -9.554
42.24806319, -83.55675723, 188.935, 1706.591, 2.96, -0.01, -0.07, 2.96, 259.535, 1.870, -0.438, -0.127, 0.49, -1.02, 0.26, 0.48, -1.02, 0.27, -0.133, 0.105, -10.077, 0.196, 0.182, -10.075
42.24806224, -83.55676428, 188.946, 1707.183, 2.96, -0.02, -0.01, 2.96, 259.538, 1.844, -0.407, -0.360, -0.13, 0.30, -0.18, -0.13, 0.30, -0.18, 0.047, -0.464, -9.025, 0.337, -0.400, -9.022
42.24806126, -83.55677131, 188.954, 1707.774, 2.95, -0.01, -0.03, 2.95, 259.525, 1.895, -0.450, -0.162, -0.62, 0.99, -0.59, -0.60, 0.99, -0.60, 0.012, -0.210, -9.375, 0.322, -0.136, -9.371
42.24806028, -83.55677833, 188.960, 1708.363, 2.94, 0.00, -0.03, 2.94, 259.519, 1.964, -0.485, -0.043, -0.47, 0.54, 0.07, -0.48, 0.53, 0.06, -0.056, 0.099, -10.299, 0.298, 0.186, -10.293
42.24805930, -83.55678532, 188.970, 1708.951, 2.93, -0.01, -0.04, 2.93, 259.512, 1.981, -0.487, -0.290, -0.10, 0.08, 0.54, -0.11, 0.07, 0.54, 0.045, 0.022, -9.902, 0.388, 0.106, -9.894
42.24805832, -83.55679227, 188.980, 1709.536, 2.92, 0.00, -0.05, 2.92, 259.492, 2.014, -0.443, -0.015, 0.69, 0.70, 0.12, 0.69, 0.70, 0.15, -0.143, -0.003, -9.838, 0.203, 0.073, -9.837
42.24805734, -83.55679921, 188.990, 1710.120, 2.92, -0.02, -0.06, 2.92, 259.506, 2.034, -0.463, -0.335, -0.44, -0.50, 0.17, -0.45, -0.50, 0.15, 0.060, 0.007, -10.053, 0.417, 0.088, -10.044
42.24805635, -83.55680614, 189.002, 1710.703, 2.91, -0.02, -0.05, 2.91, 259.479, 1.984, -0.522, -0.347, -0.46, -0.04, -0.65, -0.43, -0.03, -0.67, 0.090, -0.044, -9.855, 0.432, 0.046, -9.846
42.24805537, -83.55681308, 189.015, 1711.285, 2.90, -0.01, -0.05, 2.90, 259.485, 1.936, -0.543, -0.184, -0.25, -0.56, -0.03, -0.25, -0.56, -0.05, -0.084, 0.130, -9.717, 0.244, 0.222, -9.713
42.24805439, -83.55682000, 189.029, 1711.865, 2.90, -0.02, -0.06, 2.90, 259.478, 1.907, -0.557, -0.346, 0.20, 0.01, 0.08, 0.20, 0.01, 0.08, -0.033, 0.063, -9.664, 0.289, 0.157, -9.659
42.24805340, -83.55682687, 189.041, 1712.444, 2.89, -0.01, -0.05, 2.89, 259.456, 1.844, -0.531, -0.273, -0.11, -0.31, 0.26, -0.11, -0.31, 0.25, -0.058, -0.118, -9.462, 0.247, -0.031, -9.460
42.24805238, -83.55683373, 189.047, 1713.022, 2.89, -0.03, -0.04, 2.89, 259.454, 1.916, -0.617, -0.615, -0.90, 1.03, -0.03, -0.89, 1.03, -0.05, -0.048, 0.068, -10.321, 0.297, 0.179, -10.316
42.24805137, -83.55684059, 189.056, 1713.598, 2.88, -0.03, -0.03, 2.88, 259.433, 1.932, -0.668, -0.576, 0.01, 1.48, -0.34, 0.02, 1.49, -0.32, 0.002, 0.044, -9.973, 0.338, 0.160, -9.966
42.24805037, -83.55684744, 189.066, 1714.174, 2.88, -0.03, -0.05, 2.88, 259.426, 1.945, -0.662, -0.558, -0.03, 0.13, -0.07, -0.03, 0.13, -0.07, 0.018, -0.103, -9.835, 0.351, 0.011, -9.829
42.24804936, -83.55685429, 189.076, 1714.748, 2.87, -0.03, -0.05, 2.87, 259.419, 1.950, -0.705, -0.558, 0.05, 0.11, -0.28, 0.06, 0.11, -0.27, 0.014, 0.088, -9.798, 0.348, 0.208, -9.790
42.24804835, -83.55686111, 189.085, 1715.322, 2.87, -0.03, -0.05, 2.87, 259.416, 1.984, -0.710, -0.635, 0.25, 0.64, 0.44, 0.24, 0.63, 0.46, -0.021, 0.178, -10.058, 0.328, 0.303, -10.049
42.24804735, -83.55686792, 189.093, 1715.895, 2.86, -0.04, -0.06, 2.86, 259.408, 2.008, -0.705, -0.738, 0.57, 0.15, -0.26, 0.58, 0.16, -0.24, 0.112, 0.060, -9.790, 0.455, 0.180, -9.779
42.24804635, -83.55687472, 189.103, 1716.466, 2.85, -0.04, -0.05, 2.85, 259.395, 1.984, -0.704, -0.738, 0.48, -0.41, -0.30, 0.49, -0.40, -0.29, -0.027, 0.004, -10.001, 0.319, 0.127, -9.996
42.24804536, -83.55688152, 189.113, 1717.036, 2.84, -0.03, -0.03, 2.84, 259.386, 2.048, -0.665, -0.676, 0.71, 1.13, -0.02, 0.71, 1.13, 0.01, 0.002, -0.081, -9.894, 0.355, 0.034, -9.888
42.24804437, -83.55688829, 189.124, 1717.605, 2.84, -0.04, -0.05, 2.84, 259.389, 2.001, -0.704, -0.841, -0.15, -0.59, 0.06, -0.15, -0.59, 0.05, -0.107, 0.124, -9.852, 0.237, 0.246, -9.847
42.24804339, -83.55689505, 189.135, 1718.171, 2.83, -0.04, -0.05, 2.83, 259.354, 2.013, -0.715, -0.746, 0.08, 0.56, -0.13, 0.08, 0.56, -0.12, -0.086, 0.064, -9.579, 0.251, 0.183, -9.575
42.24804241, -83.55690178, 189.147, 1718.736, 2.82, -0.04, -0.04, 2.82, 259.339, 1.975, -0.759, -0.803, -0.41, 0.57, -0.19, -0.40, 0.57, -0.19, -0.095, 0.092, -9.929, 0.247, 0.224, -9.924
42.24804143, -83.55690848, 189.157, 1719.298, 2.81, -0.05, -0.06, 2.81, 259.312, 2.002, -0.757, -0.930, -0.13, 0.11, -0.25, -0.12, 0.12, -0.25, -0.007, -0.072, -9.838, 0.337, 0.058, -9.832
42.24804045, -83.55691516, 189.169, 1719.859, 2.79, -0.04, -0.04, 2.79, 259.302, 1.962, -0.759, -0.806, -0.43, 0.81, 0.01, -0.43, 0.81, 0.00, -0.151, -0.091, -9.602, 0.178, 0.037, -9.602
42.24803947, -83.55692181, 189.178, 1720.417, 2.79, -0.04, -0.05, 2.79, 259.297, 2.018, -0.802, -0.906, -0.30, -0.02, -0.46, -0.28, -0.02, -0.47, 0.068, 0.036, -9.995, 0.420, 0.175, -9.985
42.24803850, -83.55692844, 189.189, 1720.973, 2.77, -0.04, -0.04, 2.77, 259.266, 2.033, -0.823, -0.823, 0.02, 1.17, 0.12, 0.01, 1.17, 0.13, -0.069, -0.074, -9.738, 0.277, 0.066, -9.734
42.24803753, -83.55693504, 189.198, 1721.527, 2.77, -0.04, -0.05, 2.77, 259.253, 2.071, -0.810, -0.826, 0.08, -0.35, -0.07, 0.08, -0.35, -0.07, -0.003, -0.046, -9.964, 0.357, 0.094, -9.957
42.24803655, -83.55694165, 189.208, 1722.082, 2.78, -0.04, -0.04, 2.78, 259.248, 2.109, -0.863, -0.902, -0.04, 0.43, 0.23, -0.05, 0.43, 0.23, 0.041, 0.080, -10.094, 0.413, 0.232, -10.083
42.24803558, -83.55694827, 189.219, 1722.640, 2.79, -0.05, -0.06, 2.79, 259.235, 2.077, -0.893, -0.963, -0.40, -0.43, 0.69, -0.42, -0.44, 0.66, 0.048, 0.005, -9.650, 0.398, 0.155, -9.640
42.24803463, -83.55695494, 189.229, 1723.200, 2.81, -0.03, -0.05, 2.81, 259.212, 2.103, -0.896, -0.614, 0.29, 0.03, -0.10, 0.29, 0.03, -0.09, 0.126, -0.033, -9.699, 0.482, 0.119, -9.687
42.24803365, -83.55696164, 189.240, 1723.763, 2.82, -0.04, -0.06, 2.82, 259.211, 2.096, -0.919, -0.886, 0.13, -0.25, -0.10, 0.14, -0.25, -0.10, 0.082, 0.118, -10.177, 0.454, 0.282, -10.164
42.24803268, -83.55696836, 189.252, 1724.329, 2.84, -0.03, -0.06, 2.84, 259.189, 2.055, -0.895, -0.656, 0.33, -0.18, 0.09, 0.33, -0.18, 0.10, 0.124, -0.067, -9.578, 0.467, 0.082, -9.567
42.24803170, -83.55697513, 189.263, 1724.899, 2.86, -0.04, -0.04, 2.86, 259.195, 2.023, -0.908, -0.727, -0.04, -0.21, 0.08, -0.05, -0.21, 0.07, 0.157, 0.049, -9.461, 0.491, 0.199, -9.448
42.24803071, -83.55698195, 189.274, 1725.472, 2.87, -0.04, -0.05, 2.87, 259.175, 2.044, -0.978, -0.738, 0.07, 0.38, -0.19, 0.08, 0.38, -0.18, 0.078, -0.060, -9.702, 0.424, 0.106, -9.693
42.24802972, -83.55698879, 189.285, 1726.049, 2.89, -0.03, -0.05, 2.89, 259.168, 1.993, -0.966, -0.502, 0.25, -0.59, -0.25, 0.26, -0.58, -0.25, -0.010, 0.004, -9.623, 0.325, 0.166, -9.616
42.24802872, -83.55699568, 189.295, 1726.629, 2.91, -0.03, -0.05, 2.91, 259.157, 2.008, -0.964, -0.678, 0.02, 0.20, -0.22, 0.03, 0.20, -0.22, 0.304, -0.018, -9.338, 0.631, 0.139, -9.321
42.24802772, -83.55700262, 189.306, 1727.213, 2.93, -0.02, -0.05, 2.93, 259.128, 1.997, -0.965, -0.402, 0.85, 0.25, 0.03, 0.85, 0.25, 0.06, 0.094, 0.110, -9.807, 0.436, 0.275, -9.795
42.24802672, -83.55700958, 189.316, 1727.799, 2.92, -0.02, -0.05, 2.92, 259.116, 2.015, -0.896, -0.466, -0.26, 0.16, 0.26, -0.27, 0.15, 0.25, -0.043, 0.218, -9.982, 0.308, 0.374, -9.973
42.24802573, -83.55701649, 189.327, 1728.381, 2.90, -0.03, -0.03, 2.90, 259.104, 1.980, -0.907, -0.609, -0.66, 0.33, -0.26, -0.65, 0.33, -0.27, -0.200, -0.087, -9.555, 0.130, 0.064, -9.556
42.24802474, -83.55702332, 189.337, 1728.956, 2.85, -0.02, -0.06, 2.85, 259.075, 1.941, -0.952, -0.414, -0.47, -0.39, -0.17, -0.46, -0.38, -0.19, -0.292, -0.013, -10.017, 0.048, 0.153, -10.020
42.24802376, -83.55703004, 189.347, 1729.521, 2.80, -0.02, -0.04, 2.80, 259.051, 1.920, -0.981, -0.379, -0.06, -0.13, -0.19, -0.05, -0.13, -0.20, -0.222, -0.092, -9.964, 0.112, 0.079, -9.966
42.24802282, -83.55703665, 189.356, 1730.075, 2.75, -0.02, -0.05, 2.75, 259.030, 1.936, -0.985, -0.404, 0.20, -0.29, 0.21, 0.19, -0.30, 0.21, -0.279, -0.084, -10.070, 0.062, 0.090, -10.074
42.24802189, -83.55704313, 189.368, 1730.619, 2.69, -0.01, -0.05, 2.69, 259.022, 1.898, -0.921, -0.129, 0.14, 0.33, -0.22, 0.15, 0.34, -0.21, -0.331, 0.039, -9.912, -0.003, 0.198, -9.915
42.24802097, -83.55704948, 189.377, 1731.153, 2.65, -0.03, -0.03, 2.65, 259.016, 1.914, -0.918, -0.575, -0.76, 0.45, -0.07, -0.76, 0.46, -0.09, -0.092, 0.080, -9.829, 0.236, 0.238, -9.824
42.24802006, -83.55705576, 189.385, 1731.680, 2.63, -0.01, -0.04, 2.63, 258.987, 1.964, -0.963, -0.266, -0.23, 0.54, 0.14, -0.23, 0.53, 0.14, -0.030, -0.059, -9.565, 0.298, 0.102, -9.560
42.24801915, -83.55706203, 189.395, 1732.206, 2.64, -0.01, -0.04, 2.64, 258.990, 1.991, -0.976, -0.291, -0.33, 0.32, -0.61, -0.30, 0.33, -0.61, 0.135, 0.092, -9.816, 0.476, 0.259, -9.803
42.24801825, -83.55706839, 189.405, 1732.738, 2.68, -0.01, -0.05, 2.68, 258.954, 2.039, -0.972, -0.201, 0.29, 0.77, 0.29, 0.28, 0.77, 0.31, 0.268, -0.076, -10.079, 0.627, 0.094, -10.063
